 KNN_PCA_30_70 KNN_Feat_30_70 SVC_PCA_30_70 SVC_Feat_30_70 LR_PCA_30_70 LR_Feat_30_70 KNN_PCA_20_80 KNN_Feat_20_80 SVC_PCA_20_80 SVC_Feat_20_80 LR_PCA_20_80 LR_Feat_20_80 KNN_PCA_10_90 KNN_Feat_10_90 SVC_PCA_10_90 SVC_Feat_10_90 LR_PCA_10_90 LR_Feat_10_90
Train 0.006435643564356441 0.005940594059405946 0.0024752475247524774 0.000990099009900991 0.0 0.0 0.003031615417929845 0.005197055002165385 0.0017323516673884987 0.0004330879168471524 0.0 0.0 0.005773672055427226 0.005388760585065433 0.002694380292532772 0.00038491147036179285 0.0 0.0
Cross 0.010396039603960405 0.007920792079207928 0.007920792079207928 0.006435643564356441 0.006435643564356441 0.003960396039603964 0.00909748241635433 0.006933919298344415 0.008664581983453878 0.004333699561465232 0.003898921035580427 0.0047675390408578044 0.010389802875351961 0.006928264413813556 0.007312138728323703 0.005003705350526189 0.005386838594931165 0.0046176078257003095
Test 0.008073817762399127 0.008073817762399127 0.0034602076124568004 0.0046136101499423265 0.0034602076124568004 0.00692041522491349 0.00692041522491349 0.00865051903114189 0.0034602076124568004 0.00519031141868509 0.00519031141868509 0.0017301038062284002 0.0 0.01384083044982698 0.0 0.0 0.0 0.0
Opt_Feat_or_PCA 28.0 39.0 16.0 91.0 24.0 89.0 24.0 81.0 17.0 95.0 30.0 100.0 18.0 44.0 14.0 91.0 28.0 90.0
