 KNN_PCA_30_70 KNN_Feat_30_70 SVC_PCA_30_70 SVC_Feat_30_70 LR_PCA_30_70 LR_Feat_30_70 KNN_PCA_20_80 KNN_Feat_20_80 SVC_PCA_20_80 SVC_Feat_20_80 LR_PCA_20_80 LR_Feat_20_80 KNN_PCA_10_90 KNN_Feat_10_90 SVC_PCA_10_90 SVC_Feat_10_90 LR_PCA_10_90 LR_Feat_10_90
Train 0.003960396039603964 0.008910891089108919 0.0024752475247524774 0.004950495049504955 0.0 0.0 0.004330879168471191 0.006496318752706842 0.002165439584235651 0.004330879168471191 0.0 0.0 0.005773672055427226 0.007698229407236301 0.003079291762894565 0.005388760585065433 0.0 0.0
Cross 0.007920792079207928 0.01089108910891079 0.005940594059405946 0.009900990099010132 0.005940594059405946 0.005940594059405946 0.006064362246574917 0.009527565709778307 0.005197622334281782 0.008230742504061306 0.006496323632983136 0.00433182146848099 0.008082851637764898 0.011548095449829487 0.007697495183044412 0.008468949162590667 0.0053890618052466754 0.004618348895805591
Test 0.00692041522491349 0.011534025374855816 0.00692041522491349 0.0046136101499423265 0.011534025374855816 0.0034602076124568004 0.01211072664359858 0.01384083044982698 0.00865051903114189 0.00692041522491349 0.00865051903114189 0.00692041522491349 0.0 0.01384083044982698 0.0 0.01038062283737029 0.00692041522491349 0.0034602076124568004
Opt_Feat_or_PCA 11.0 38.0 22.0 47.0 10.0 97.0 23.0 47.0 21.0 50.0 24.0 98.0 10.0 38.0 19.0 47.0 19.0 91.0
