 Noise_0.0 Noise_0.1 Noise_0.5 Noise_1.0 Noise_3.0
Train 0.0 0.0 0.0 0.0 0.0
Cross 0.005630522767182122 0.005630522767182122 0.0073621244987839285 0.01732352968795481 0.09961874712417007
Test 0.00519031141868509 0.0034602076124568004 0.00865051903114189 0.01211072664359858 0.10726643598615915
Trees 100 150 150 150 150
Learn_rate 0.1 0.1 0.1 0.3 0.3
Class_errors "{'LU': 0.008333333333333304, 'KI': 0.016260162601625994, 'OV': 0.0, 'BC': 0.0, 'U': 0.0, 'GBM': 0.0}" "{'LU': 0.0, 'KI': 0.016260162601625994, 'OV': 0.0, 'BC': 0.0, 'U': 0.0, 'GBM': 0.0}" "{'LU': 0.025000000000000022, 'KI': 0.016260162601625994, 'OV': 0.0, 'BC': 0.0, 'U': 0.0, 'GBM': 0.0}" "{'LU': 0.0, 'KI': 0.016260162601625994, 'OV': 0.03125, 'BC': 0.0, 'U': 0.2142857142857143, 'GBM': 0.0}" "{'LU': 0.15833333333333333, 'KI': 0.07317073170731703, 'OV': 0.234375, 'BC': 0.013100436681222738, 'U': 0.9285714285714286, 'GBM': 0.1071428571428571}"
