KNN_PCA_30_70 KNN_Feat_30_70 SVC_PCA_30_70 SVC_Feat_30_70 LR_PCA_30_70 LR_Feat_30_70 KNN_PCA_20_80 KNN_Feat_20_80 SVC_PCA_20_80 SVC_Feat_20_80 LR_PCA_20_80 LR_Feat_20_80 KNN_PCA_10_90 KNN_Feat_10_90 SVC_PCA_10_90 SVC_Feat_10_90 LR_PCA_10_90 LR_Feat_10_90
0.00544554455445545 0.006930693069306937 0.002970297029702973 0.0024752475247524774 0.0 0.0 0.00606323083585969 0.006496318752706842 0.004330879168471191 0.0008661758336941938 0.0 0.0 0.004618937644341847 0.0065434949961509226 0.002309468822170868 0.0019245573518090753 0.0 0.0
0.006930693069306826 0.008415841584158423 0.005940594059405946 0.005940594059405946 0.004455445544554459 0.003960396039603964 0.008663642936961757 0.008229803457569185 0.006930163112375709 0.005631461813674354 0.006065301293067038 0.005198561380773903 0.008468208092485496 0.00808285163776501 0.006928264413813556 0.0053890618052466754 0.005775900400177725 0.005002964280420796
0.012687427912341454 0.01038062283737029 0.009227220299884653 0.0046136101499423265 0.009227220299884653 0.00692041522491349 0.00519031141868509 0.01384083044982698 0.00519031141868509 0.00519031141868509 0.0017301038062284002 0.0034602076124568004 0.0034602076124568004 0.01038062283737029 0.0034602076124568004 0.00692041522491349 0.0 0.0034602076124568004
22.0 98.0 27.0 92.0 30.0 93.0 22.0 98.0 10.0 100.0 31.0 98.0 15.0 79.0 31.0 92.0 31.0 99.0
