 KNN_PCA_30_70 KNN_Feat_30_70 SVC_PCA_30_70 SVC_Feat_30_70 LR_PCA_30_70 LR_Feat_30_70 KNN_PCA_20_80 KNN_Feat_20_80 SVC_PCA_20_80 SVC_Feat_20_80 LR_PCA_20_80 LR_Feat_20_80 KNN_PCA_10_90 KNN_Feat_10_90 SVC_PCA_10_90 SVC_Feat_10_90 LR_PCA_10_90 LR_Feat_10_90
Train 0.006435643564356441 0.006435643564356441 0.002970297029702973 0.0014851485148514865 0.0 0.0 0.0047639670853183436 0.00606323083585969 0.003031615417929845 0.002165439584235651 0.0 0.0 0.005388760585065433 0.006928406466512715 0.004618937644341847 0.003079291762894565 0.0 0.0
Cross 0.007425742574257321 0.007920792079207928 0.006435643564356441 0.00544554455445545 0.006435643564356441 0.00544554455445545 0.007364941638260403 0.008228864411077064 0.005198561380773903 0.0064972626794752575 0.006064362246574917 0.00476472190138133 0.007698236253149582 0.008085815918186023 0.006927523343708275 0.005772936119756933 0.005388320735141505 0.004232992441085104
Test 0.009227220299884653 0.011534025374855816 0.008073817762399127 0.008073817762399127 0.00692041522491349 0.01038062283737029 0.01038062283737029 0.00692041522491349 0.00865051903114189 0.0034602076124568004 0.00692041522491349 0.00519031141868509 0.00692041522491349 0.01038062283737029 0.00692041522491349 0.01038062283737029 0.0034602076124568004 0.01038062283737029
Opt_Feat_or_PCA 21.0 74.0 22.0 89.0 19.0 61.0 20.0 94.0 24.0 87.0 30.0 81.0 10.0 100.0 9.0 77.0 26.0 100.0
