 KNN_PCA_30_70 KNN_Feat_30_70 SVC_PCA_30_70 SVC_Feat_30_70 LR_PCA_30_70 LR_Feat_30_70 KNN_PCA_20_80 KNN_Feat_20_80 SVC_PCA_20_80 SVC_Feat_20_80 LR_PCA_20_80 LR_Feat_20_80 KNN_PCA_10_90 KNN_Feat_10_90 SVC_PCA_10_90 SVC_Feat_10_90 LR_PCA_10_90 LR_Feat_10_90
Train 0.004455445544554459 0.006435643564356441 0.0014851485148514865 0.001980198019801982 0.0 0.0 0.005630142919012537 0.00606323083585969 0.0008661758336941938 0.0025985275010826925 0.0 0.0 0.00500384911470364 0.004618937644341847 0.0015396458814472824 0.0015396458814472824 0.0 0.0
Cross 0.007425742574257432 0.006435643564356441 0.006435643564356441 0.005940594059405946 0.003960396039603964 0.00544554455445545 0.01039430562207122 0.006927345972899013 0.00779502493168438 0.005196683287789661 0.005196683287789439 0.004330882421988647 0.007699718393359922 0.006928264413813556 0.0061575515043722495 0.00577145397954637 0.003848377056469565 0.003462279531643686
Test 0.009227220299884653 0.00692041522491349 0.008073817762399127 0.00692041522491349 0.0046136101499423265 0.0034602076124568004 0.00865051903114189 0.00865051903114189 0.00692041522491349 0.01038062283737029 0.0034602076124568004 0.00519031141868509 0.01038062283737029 0.01038062283737029 0.00692041522491349 0.00692041522491349 0.00692041522491349 0.00692041522491349
Opt_Feat_or_PCA 22.0 81.0 29.0 47.0 25.0 74.0 19.0 87.0 28.0 47.0 28.0 98.0 24.0 42.0 28.0 67.0 21.0 83.0
