 KNN_PCA_30_70 KNN_Feat_30_70 SVC_PCA_30_70 SVC_Feat_30_70 LR_PCA_30_70 LR_Feat_30_70 KNN_PCA_20_80 KNN_Feat_20_80 SVC_PCA_20_80 SVC_Feat_20_80 LR_PCA_20_80 LR_Feat_20_80 KNN_PCA_10_90 KNN_Feat_10_90 SVC_PCA_10_90 SVC_Feat_10_90 LR_PCA_10_90 LR_Feat_10_90
Train 0.005940594059405946 0.004455445544554459 0.000990099009900991 0.0014851485148514865 0.0 0.0 0.006496318752706842 0.007362494586401036 0.0025985275010826925 0.0004330879168471524 0.0 0.0 0.0065434949961509226 0.006928406466512715 0.002309468822170868 0.00038491147036179285 0.0 0.0
Cross 0.009405940594059414 0.007425742574257432 0.008415841584158534 0.006930693069307048 0.005445544554455339 0.003960396039603964 0.009526626663286075 0.00822792536458472 0.007794085885192148 0.005196683287789439 0.005195744241297318 0.0043299433754965255 0.007313620868534043 0.006542907959092958 0.0053890618052466754 0.004619089965910761 0.005003705350526189 0.0038491181265747354
Test 0.005767012687427964 0.008073817762399127 0.0046136101499423265 0.008073817762399127 0.0046136101499423265 0.0023068050749711633 0.00865051903114189 0.00519031141868509 0.00519031141868509 0.0017301038062284002 0.0017301038062284002 0.0017301038062284002 0.00692041522491349 0.0034602076124568004 0.0034602076124568004 0.0034602076124568004 0.00692041522491349 0.0
Opt_Feat_or_PCA 28.0 92.0 24.0 54.0 30.0 100.0 28.0 72.0 18.0 92.0 30.0 100.0 11.0 84.0 23.0 91.0 29.0 100.0
