 KNN_PCA_30_70 KNN_Feat_30_70 SVC_PCA_30_70 SVC_Feat_30_70 LR_PCA_30_70 LR_Feat_30_70 KNN_PCA_20_80 KNN_Feat_20_80 SVC_PCA_20_80 SVC_Feat_20_80 LR_PCA_20_80 LR_Feat_20_80 KNN_PCA_10_90 KNN_Feat_10_90 SVC_PCA_10_90 SVC_Feat_10_90 LR_PCA_10_90 LR_Feat_10_90
Train 0.007425742574257432 0.00544554455445545 0.001980198019801982 0.0014851485148514865 0.0 0.0 0.006929406669553884 0.0047639670853183436 0.0012992637505413462 0.0 0.0 0.0 0.004618937644341847 0.00500384911470364 0.002309468822170868 0.0 0.0 0.0
Cross 0.011881188118811892 0.005940594059405946 0.006930693069306826 0.00544554455445545 0.004455445544554459 0.0034653465346534684 0.010396183715055685 0.0064982017259673786 0.007365880684752746 0.004766599994365683 0.00563427895315094 0.003034059216271756 0.007312879798428873 0.006928264413813556 0.006927523343708275 0.005388320735141505 0.004231510300874541 0.004233733511190052
Test 0.005767012687427964 0.01038062283737029 0.00692041522491349 0.00692041522491349 0.008073817762399127 0.008073817762399127 0.00692041522491349 0.00692041522491349 0.0034602076124568004 0.00692041522491349 0.00692041522491349 0.00519031141868509 0.00692041522491349 0.00692041522491349 0.00692041522491349 0.00692041522491349 0.00692041522491349 0.00692041522491349
Opt_Feat_or_PCA 19.0 82.0 20.0 43.0 18.0 57.0 17.0 48.0 29.0 91.0 25.0 98.0 11.0 98.0 22.0 92.0 30.0 99.0
