 KNN_PCA_30_70 KNN_Feat_30_70 SVC_PCA_30_70 SVC_Feat_30_70 LR_PCA_30_70 LR_Feat_30_70 KNN_PCA_20_80 KNN_Feat_20_80 SVC_PCA_20_80 SVC_Feat_20_80 LR_PCA_20_80 LR_Feat_20_80 KNN_PCA_10_90 KNN_Feat_10_90 SVC_PCA_10_90 SVC_Feat_10_90 LR_PCA_10_90 LR_Feat_10_90
Train 0.006930693069306937 0.005940594059405946 0.002970297029702973 0.0034653465346534684 0.0 0.0 0.004330879168471191 0.004330879168471191 0.0025985275010826925 0.0012992637505413462 0.0 0.0 0.006158583525789019 0.004234026173979943 0.002309468822170868 0.00038491147036179285 0.0 0.0
Cross 0.010396039603960405 0.006930693069306826 0.008910891089108808 0.00544554455445545 0.0034653465346534684 0.0034653465346533574 0.009098421462846451 0.0078006592106374395 0.008663642936961757 0.003034059216271756 0.004766599994365683 0.002167319303978621 0.007698236253149582 0.005003705350526189 0.005774418259967384 0.003079146287238599 0.003848377056469565 0.002693789832518112
Test 0.00692041522491349 0.00692041522491349 0.005767012687427964 0.008073817762399127 0.009227220299884653 0.00692041522491349 0.00692041522491349 0.00519031141868509 0.00519031141868509 0.00692041522491349 0.00519031141868509 0.00692041522491349 0.00692041522491349 0.01038062283737029 0.01384083044982698 0.01384083044982698 0.01038062283737029 0.01038062283737029
Opt_Feat_or_PCA 18.0 43.0 18.0 43.0 17.0 99.0 25.0 90.0 20.0 93.0 28.0 92.0 27.0 41.0 19.0 91.0 29.0 92.0
